ID,Employment Type
812,1
813,0
814,0
815,0
816,1
817,1
818,1
819,0
820,0
821,1
822,0
823,1
824,1
825,0
826,0
827,1
828,1
829,0
830,0
831,0
832,0
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,0
845,0
846,1
847,1
848,1
849,0
850,1
851,1
852,0
853,0
854,1
855,0
856,1
857,0
858,0
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,0
869,1
870,0
871,1
872,1
873,0
874,1
875,0
876,1
877,1
878,1
879,1
880,0
881,0
882,0
883,1
884,1
885,0
886,0
887,1
888,0
889,1
890,1
891,0
892,0
893,1
894,1
895,1
896,1
897,1
898,0
899,0
900,1
901,0
902,1
903,0
904,1
905,0
906,1
907,0
908,1
909,0
910,1
911,0
912,0
913,1
914,0
915,1
916,1
917,0
918,1
919,1
920,1
921,1
922,0
923,1
924,0
925,0
926,1
927,0
928,0
929,0
930,1
931,1
932,0
933,1
934,0
935,1
936,1
937,1
938,1
939,1
940,0
941,0
942,0
943,0
944,1
945,1
946,1
947,1
948,1
949,0
950,1
951,0
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,0
961,0
962,0
963,1
964,1
965,0
966,1
967,0
968,0
969,1
970,0
971,0
972,1
973,1
974,1
975,1
976,0
977,1
978,1
979,1
980,0
981,1
982,1
983,1
984,0
985,1
986,0
987,0
988,0
989,1
990,0
991,0
992,1
993,0
994,1
995,1
996,0
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,0
1005,1
1006,0
1007,1
1008,1
1009,0
1010,1
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,1
1018,1
1019,1
1020,1
1021,1
1022,0
1023,0
1024,0
1025,0
1026,0
1027,1
1028,0
1029,1
1030,1
1031,1
1032,1
1033,0
1034,1
1035,0
1036,1
1037,0
1038,0
1039,1
1040,1
1041,1
1042,0
1043,0
1044,0
1045,1
1046,0
1047,0
1048,1
1049,1
1050,0
1051,1
1052,1
1053,1
1054,1
1055,1
1056,0
1057,0
1058,0
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,0
1066,1
1067,1
1068,1
1069,1
1070,0
1071,1
1072,1
1073,1
1074,1
1075,1
1076,0
1077,1
1078,0
1079,1
1080,1
1081,0
1082,1
1083,0
1084,0
1085,1
1086,1
1087,1
1088,0
1089,1
1090,0
1091,1
1092,0
1093,1
1094,1
1095,0
1096,0
1097,1
1098,0
1099,0
1100,0
1101,0
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,1
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,1
1116,1
1117,1
1118,0
1119,0
1120,1
1121,1
1122,1
1123,1
1124,1
1125,0
1126,1
1127,0
1128,0
1129,1
1130,0
1131,0
1132,0
1133,1
1134,0
1135,0
1136,0
1137,0
1138,1
1139,0
1140,0
1141,0
1142,1
1143,1
1144,1
1145,1
1146,1
1147,0
1148,0
1149,1
1150,0
1151,0
1152,0
1153,1
1154,1
1155,1
1156,0
1157,1
1158,0
1159,0
1160,0
1161,1
1162,1
1163,0
1164,0
1165,0
1166,1
1167,1
1168,0
1169,0
1170,1
1171,0
1172,1
1173,1
1174,1
1175,1
1176,1
1177,0
1178,1
1179,1
1180,1
1181,0
1182,0
1183,0
1184,1
1185,0
1186,1
1187,0
1188,0
1189,0
1190,1
1191,0
1192,0
1193,1
1194,1
1195,1
1196,1
1197,0
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,0
1210,0
1211,1
1212,0
1213,1
1214,1
1215,0
1216,1
1217,1
1218,1
1219,0
1220,0
1221,1
1222,1
1223,1
1224,0
1225,1
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,1
1234,1
1235,1
1236,0
1237,0
1238,1
1239,1
1240,0
1241,1
1242,0
1243,1
1244,1
1245,0
1246,0
1247,1
1248,1
1249,0
1250,0
1251,1
1252,1
1253,0
1254,0
1255,1
1256,1
1257,1
1258,0
1259,0
1260,1
1261,0
1262,1
1263,0
1264,0
1265,0
1266,1
1267,1
1268,1
1269,0
1270,1
1271,1
1272,0
1273,0
1274,1
1275,1
1276,1
1277,1
1278,0
1279,1
1280,1
1281,0
1282,0
1283,0
1284,1
1285,0
1286,0
1287,0
1288,0
1289,1
1290,1
1291,1
1292,0
1293,1
1294,1
1295,1
1296,0
1297,1
1298,0
1299,1
1300,1
1301,1
1302,1
1303,0
1304,1
1305,1
1306,1
1307,0
1308,0
1309,0
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,0
1317,1
1318,0
1319,0
1320,0
1321,0
1322,0
1323,1
1324,1
1325,0
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,1
1338,0
1339,1
1340,1
1341,0
1342,0
1343,0
1344,0
1345,1
1346,1
1347,0
1348,1
1349,0
1350,0
1351,0
1352,0
1353,0
1354,1
1355,0
1356,0
1357,1
1358,1
1359,0
1360,1
1361,1
1362,0
1363,1
1364,1
1365,0
1366,1
1367,1
1368,0
1369,1
1370,0
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,0
1378,1
1379,0
1380,1
1381,0
1382,0
1383,1
1384,0
1385,0
1386,1
1387,1
1388,0
1389,1
1390,0
1391,0
1392,1
1393,0
1394,1
1395,0
1396,0
1397,1
1398,1
1399,0
1400,1
1401,0
1402,0
1403,1
1404,1
1405,1
1406,1
1407,1
1408,0
1409,0
1410,1
1411,0
1412,1
1413,0
1414,0
1415,0
1416,0
1417,1
1418,0
1419,1
1420,1
1421,1
1422,0
1423,0
1424,0
1425,1
1426,0
1427,1
1428,1
1429,0
1430,0
1431,1
1432,1
1433,0
1434,1
1435,1
1436,1
1437,0
1438,0
1439,1
1440,0
1441,1
1442,0
1443,0
1444,1
1445,0
1446,1
1447,1
1448,1
1449,0
1450,1
1451,1
1452,1
1453,1
1454,0
1455,0
1456,0
1457,1
1458,1
1459,1
1460,0
1461,1
1462,1
1463,0
1464,1
1465,1
1466,0
1467,0
1468,1
1469,1
1470,1
1471,1
1472,1
1473,0
1474,1
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,1
1482,0
1483,0
1484,1
1485,1
1486,0
1487,1
1488,0
1489,1
1490,0
1491,1
1492,1
1493,0
1494,1
1495,0
1496,1
1497,1
1498,1
1499,0
1500,1
1501,1
1502,0
1503,0
1504,0
1505,0
1506,1
1507,1
1508,1
1509,1
1510,1
1511,0
1512,1
1513,1
1514,1
1515,1
1516,1
1517,0
1518,0
1519,1
1520,0
1521,1
1522,1
1523,1
1524,0
1525,1
1526,1
1527,0
1528,0
1529,0
1530,0
1531,0
1532,1
1533,0
1534,1
1535,1
1536,1
1537,0
1538,1
1539,1
1540,0
1541,1
1542,0
1543,0
1544,1
1545,0
1546,1
1547,1
1548,0
1549,1
1550,1
1551,0
1552,1
1553,0
1554,0
1555,1
1556,1
1557,1
1558,0
1559,0
1560,1
1561,0
1562,0
1563,1
1564,0
1565,0
1566,0
1567,1
1568,0
1569,1
1570,1
1571,0
1572,0
1573,0
1574,1
1575,0
1576,0
1577,1
1578,0
1579,1
1580,0
1581,1
1582,1
1583,0
1584,0
1585,1
1586,0
1587,0
1588,1
1589,1
1590,0
1591,1
1592,0
1593,1
1594,0
1595,1
1596,0
1597,0
1598,1
1599,0
1600,1
1601,0
1602,0
1603,1
1604,0
1605,1
1606,1
1607,1
1608,1
1609,0
1610,1
1611,1
1612,1
1613,1
1614,0
1615,1
1616,0
1617,1
1618,1
1619,1
1620,1
1621,0
1622,1
1623,0
1624,1
1625,1
1626,1
1627,0
1628,1
1629,1
1630,0
1631,1
1632,0
1633,0
1634,1
1635,1
1636,0
1637,1
1638,1
1639,1
1640,0
1641,0
1642,0
1643,1
1644,0
1645,1
1646,1
1647,0
1648,1
1649,0
1650,1
1651,0
1652,0
1653,0
1654,1
1655,1
1656,1
1657,0
1658,0
1659,1
1660,1
1661,0
1662,1
1663,1
1664,0
1665,0
1666,0
1667,1
1668,0
1669,0
1670,1
1671,1
1672,0
1673,1
1674,1
1675,0
1676,1
1677,1
1678,1
1679,0
1680,1
1681,0
1682,0
1683,1
1684,1
1685,1
1686,0
1687,1
1688,0
1689,1
1690,0
1691,0
1692,1
1693,0
1694,1
1695,0
1696,1
1697,0
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,0
1708,1
1709,0
1710,0
1711,1
1712,0
1713,1
1714,0
1715,0
1716,1
1717,0
1718,0
1719,0
1720,1
1721,1
1722,1
1723,0
1724,1
1725,1
1726,0
1727,1
1728,1
1729,1
1730,1
1731,1
1732,0
1733,0
1734,1
1735,1
1736,0
1737,0
1738,0
1739,1
1740,0
1741,1
1742,1
1743,1
1744,0
1745,0
1746,0
1747,0
1748,1
1749,0
1750,1
1751,0
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,0
1760,0
1761,1
1762,0
1763,0
1764,1
1765,1
1766,0
1767,1
1768,1
1769,1
1770,0
1771,1
1772,0
1773,1
1774,0
1775,1
1776,1
1777,1
1778,1
1779,0
1780,0
1781,1
1782,0
1783,1
1784,0
1785,1
1786,0
1787,0
1788,1
1789,0
1790,1
1791,1
1792,1
1793,1
1794,0
1795,1
1796,0
1797,0
1798,1
1799,1
1800,0
1801,1
1802,0
1803,1
1804,1
1805,1
1806,1
1807,0
1808,0
1809,0
1810,0
1811,1
1812,0
1813,1
1814,0
1815,1
1816,1
1817,1
1818,0
1819,0
1820,0
1821,1
1822,1
1823,1
1824,0
1825,1
1826,0
1827,0
1828,1
1829,1
1830,1
1831,0
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,1
1840,1
1841,0
1842,0
1843,1
1844,0
1845,0
1846,1
1847,0
1848,1
1849,1
1850,0
1851,1
1852,1
1853,0
1854,1
1855,1
1856,1
1857,1
1858,0
1859,1
1860,0
1861,1
1862,1
1863,1
1864,0
1865,1
1866,1
1867,1
1868,0
1869,1
1870,1
1871,1
1872,1
1873,0
1874,1
1875,1
1876,1
1877,1
1878,1
1879,1
1880,1
1881,1
1882,0
1883,1
1884,0
1885,0
1886,1
1887,0
1888,0
1889,0
1890,1
1891,0
1892,1
1893,1
1894,0
1895,0
1896,1
1897,1
1898,1
1899,0
1900,0
1901,0
1902,1
1903,1
1904,0
1905,1
1906,0
1907,1
1908,0
1909,1
1910,0
1911,1
1912,1
1913,1
1914,0
1915,1
1916,0
1917,1
1918,1
1919,1
1920,1
1921,0
1922,1
1923,1
1924,0
1925,1
1926,1
1927,0
1928,1
1929,1
1930,0
1931,1
1932,1
1933,0
1934,0
1935,0
1936,0
1937,1
1938,0
1939,1
1940,1
1941,1
1942,0
1943,0
1944,1
1945,0
1946,1
1947,1
1948,0
1949,1
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,1
1957,1
1958,1
1959,0
1960,1
1961,1
1962,1
1963,1
1964,0
1965,0
1966,0
1967,1
1968,0
1969,1
1970,0
1971,1
1972,1
1973,1
1974,1
1975,1
1976,0
1977,1
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,1
1985,0
1986,0
1987,0
1988,1
1989,0
1990,0
1991,1
1992,0
1993,0
1994,1
1995,1
1996,1
1997,0
1998,0
1999,1
2000,1
2001,1
2002,1
2003,1
2004,0
2005,1
2006,1
2007,0
2008,1
2009,1
2010,1
2011,1
2012,0
2013,1
2014,0
2015,0
2016,0
2017,0
2018,1
2019,1
2020,1
2021,0
2022,0
2023,0
2024,0
2025,1
2026,1
2027,0
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,0
2036,0
2037,1
2038,1
2039,0
2040,0
2041,0
2042,0
2043,0
2044,1
2045,1
2046,1
2047,0
2048,1
2049,1
2050,1
2051,1
2052,0
2053,1
2054,0
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2061,0
2062,0
2063,1
2064,0
2065,1
2066,0
2067,0
2068,0
2069,1
2070,1
2071,1
2072,1
2073,0
2074,1
2075,1
2076,0
2077,0
2078,0
2079,1
2080,1
2081,0
2082,1
2083,0
2084,1
2085,1
2086,0
2087,1
2088,1
2089,1
2090,0
2091,0
2092,1
2093,0
2094,0
2095,1
2096,1
2097,0
2098,1
2099,1
2100,1
2101,0
2102,1
2103,0
2104,1
2105,1
2106,0
2107,0
2108,0
2109,1
2110,0
2111,1
2112,1
2113,1
2114,0
2115,1
2116,0
2117,1
2118,0
2119,0
2120,1
2121,1
2122,1
2123,0
2124,1
2125,0
2126,1
2127,1
2128,0
2129,1
2130,0
2131,1
2132,1
2133,0
2134,0
2135,1
2136,0
2137,0
2138,1
2139,1
2140,1
2141,0
2142,0
2143,0
2144,0
2145,1
2146,0
2147,1
2148,0
2149,1
2150,1
2151,1
2152,0
2153,0
2154,0
2155,1
2156,0
2157,0
2158,1
2159,0
2160,1
2161,0
2162,0
2163,1
2164,1
2165,0
2166,1
2167,1
2168,0
2169,0
2170,1
2171,0
2172,1
2173,0
2174,1
2175,0
2176,1
2177,1
2178,1
2179,1
2180,0
2181,0
2182,1
2183,1
2184,1
2185,1
2186,0
2187,1
2188,1
2189,0
2190,0
2191,0
2192,0
2193,1
2194,0
2195,1
2196,1
2197,1
2198,0
2199,1
2200,1
2201,0
2202,1
2203,1
2204,1
2205,1
2206,0
2207,0
2208,1
2209,1
2210,1
2211,1
2212,0
2213,0
2214,0
2215,1
2216,1
2217,1
2218,1
2219,1
2220,1
2221,1
2222,0
2223,1
2224,1
2225,1
2226,1
2227,1
2228,1
2229,0
2230,0
2231,0
2232,0
2233,1
2234,1
2235,1
2236,1
2237,1
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2244,0
2245,0
2246,1
2247,0
2248,0
2249,1
2250,1
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,0
2258,1
2259,1
2260,0
2261,1
2262,1
2263,0
2264,1
2265,1
2266,0
2267,0
2268,1
2269,1
2270,1
2271,0
2272,1
2273,1
2274,0
2275,1
2276,1
2277,1
2278,1
2279,1
2280,1
2281,0
2282,1
2283,0
2284,1
2285,0
2286,1
2287,0
2288,1
2289,1
2290,1
2291,0
2292,1
2293,1
2294,0
2295,0
2296,1
2297,1
2298,0
2299,0
2300,1
2301,0
2302,1
2303,0
2304,1
2305,1
2306,1
2307,1
2308,1
2309,0
2310,1
2311,1
2312,1
2313,0
2314,0
2315,1
2316,0
2317,1
2318,0
2319,0
2320,1
2321,1
2322,1
2323,1
2324,0
2325,0
2326,0
2327,1
2328,0
2329,0
2330,1
2331,0
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,1
2339,0
2340,0
2341,1
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,1
2350,0
2351,1
2352,0
2353,1
2354,1
2355,0
2356,1
2357,1
2358,0
2359,1
2360,1
2361,1
2362,1
2363,0
2364,0
2365,0
2366,1
2367,0
2368,1
2369,1
2370,0
2371,1
2372,1
2373,1
2374,1
2375,1
2376,0
2377,1
2378,1
2379,1
2380,0
2381,1
2382,0
2383,1
2384,0
2385,1
2386,1
2387,0
2388,0
2389,1
2390,1
2391,1
2392,1
2393,1
2394,0
2395,0
2396,0
2397,0
2398,0
2399,1
2400,1
2401,1
2402,1
2403,1
2404,0
2405,1
2406,0
2407,1
2408,0
2409,1
2410,0
2411,0
2412,1
2413,0
2414,1
2415,0
2416,1
2417,0
2418,1
2419,1
2420,1
2421,0
2422,1
2423,1
2424,0
2425,0
2426,1
2427,0
2428,1
2429,1
2430,0
2431,1
2432,0
2433,0
2434,0
2435,1
2436,0
2437,0
2438,1
2439,1
2440,1
2441,0
2442,1
2443,1
2444,1
2445,0
2446,1
2447,1
2448,0
2449,1
2450,0
2451,0
2452,0
2453,0
2454,1
2455,0
2456,0
2457,0
2458,1
2459,1
2460,1
2461,0
2462,0
2463,1
2464,1
2465,1
2466,0
2467,0
2468,1
2469,0
2470,0
2471,0
2472,1
2473,1
2474,1
2475,1
2476,0
2477,0
2478,1
2479,1
2480,0
2481,0
2482,0
2483,0
2484,0
2485,1
2486,1
2487,0
2488,1
2489,0
2490,1
2491,1
2492,0
2493,0
2494,1
2495,1
2496,0
2497,1
2498,1
2499,1
2500,0
2501,1
2502,1
2503,1
2504,1
2505,1
2506,1
2507,1
2508,1
2509,0
2510,1
2511,0
2512,1
2513,0
2514,1
2515,0
2516,0
2517,1
2518,1
2519,0
2520,1
2521,1
2522,0
2523,0
2524,1
2525,0
2526,1
2527,1
2528,0
2529,1
2530,1
2531,0
2532,1
2533,0
2534,0
2535,1
2536,1
2537,0
2538,0
2539,1
2540,0
2541,0
2542,1
2543,1
2544,0
2545,0
2546,1
2547,1
2548,0
2549,0
2550,1
2551,0
2552,1
2553,1
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,1
2561,1
2562,0
2563,0
2564,1
2565,0
2566,1
2567,0
2568,0
2569,1
2570,0
2571,1
2572,1
2573,1
2574,1
2575,0
2576,0
2577,1
2578,0
2579,1
2580,0
2581,1
2582,1
2583,1
2584,0
2585,0
2586,0
2587,0
2588,1
2589,0
2590,0
2591,1
2592,0
2593,0
2594,0
2595,1
2596,1
2597,1
2598,0
2599,1
2600,0
2601,1
2602,1
2603,1
2604,0
2605,1
2606,0
2607,0
2608,1
2609,1
2610,1
2611,0
2612,1
2613,0
2614,0
2615,1
2616,0
2617,1
2618,0
2619,1
2620,0
2621,1
2622,1
2623,0
2624,1
2625,1
2626,0
2627,1
2628,0
2629,1
2630,0
2631,0
2632,1
2633,1
2634,1
2635,1
2636,1
2637,0
2638,1
2639,1
2640,1
2641,0
2642,0
2643,0
2644,0
2645,1
2646,1
2647,0
2648,1
2649,0
2650,1
2651,1
2652,0
2653,1
2654,1
2655,1
2656,1
2657,0
2658,1
2659,1
2660,1
2661,1
2662,1
2663,0
2664,1
2665,1
2666,0
2667,1
2668,1
2669,1
2670,0
2671,0
2672,0
2673,1
2674,0
2675,0
2676,1
2677,0
2678,0
2679,0
2680,1
2681,0
2682,0
2683,0
2684,1
2685,0
2686,0
2687,1
2688,1
2689,0
2690,1
2691,1
2692,0
2693,0
2694,1
2695,1
2696,0
2697,1
2698,1
2699,1
2700,1
2701,0
2702,1
2703,0
2704,0
2705,0
2706,0
2707,1
2708,1
2709,0
2710,0
2711,1
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,1
2720,0
2721,1
2722,1
2723,1
2724,0
2725,1
2726,0
2727,0
2728,1
2729,1
2730,0
2731,0
2732,1
2733,0
2734,0
2735,1
2736,0
2737,1
2738,1
2739,1
2740,1
2741,1
2742,1
2743,1
2744,0
2745,1
2746,0
2747,1
2748,0
2749,1
2750,0
2751,1
2752,1
2753,0
2754,0
2755,1
2756,1
2757,0
2758,1
2759,1
2760,1
2761,1
2762,1
2763,0
2764,1
2765,0
2766,0
2767,0
2768,1
2769,0
2770,0
2771,0
2772,0
2773,1
2774,1
2775,1
2776,0
2777,1
2778,0
2779,1
2780,0
2781,0
2782,0
2783,0
2784,0
2785,1
2786,1
2787,1
2788,1
2789,0
2790,0
2791,0
2792,0
2793,1
2794,1
2795,0
2796,1
2797,1
2798,0
2799,0
2800,0
2801,0
2802,0
2803,1
2804,1
2805,0
2806,1
2807,0
2808,1
2809,1
2810,1
2811,0
2812,0
2813,1
2814,0
2815,0
2816,0
2817,1
2818,1
2819,0
2820,1
2821,0
2822,1
2823,1
2824,1
2825,0
2826,1
2827,0
2828,0
2829,1
2830,0
2831,0
2832,0
2833,1
2834,0
2835,1
2836,1
2837,1
2838,1
2839,0
2840,0
2841,0
2842,1
2843,1
2844,1
2845,1
2846,1
2847,1
2848,0
2849,1
2850,0
2851,0
2852,0
2853,0
2854,1
2855,1
2856,1
2857,0
2858,1
2859,1
2860,1
2861,0
2862,0
2863,1
2864,0
2865,1
2866,0
2867,0
2868,1
2869,0
2870,1
2871,0
2872,1
2873,1
2874,1
2875,1
2876,1
2877,0
2878,1
2879,0
2880,0
2881,0
2882,1
2883,0
2884,1
2885,0
2886,1
2887,1
2888,1
2889,1
2890,1
2891,0
2892,0
2893,1
2894,1
2895,0
2896,0
2897,0
2898,1
2899,1
2900,0
2901,0
2902,1
2903,1
2904,1
2905,0
2906,1
2907,1
2908,1
2909,1
2910,0
2911,0
2912,1
2913,0
2914,1
2915,1
2916,1
2917,0
2918,1
2919,1
2920,1
2921,1
2922,1
2923,0
2924,1
2925,0
2926,1
2927,1
2928,0
2929,0
2930,1
2931,0
2932,1
2933,1
2934,1
2935,1
2936,0
2937,1
2938,1
2939,1
2940,1
2941,1
2942,1
2943,1
2944,0
2945,1
2946,1
2947,0
2948,0
2949,1
2950,0
2951,1
2952,0
2953,0
2954,1
2955,0
2956,1
2957,0
2958,0
2959,0
2960,1
2961,1
2962,0
2963,0
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,1
2971,0
2972,0
2973,0
2974,1
2975,1
2976,1
2977,0
2978,0
2979,1
2980,1
2981,1
2982,0
2983,1
2984,0
2985,1
2986,0
2987,1
2988,0
2989,1
2990,1
2991,1
2992,0
2993,0
2994,1
2995,1
