ID,label
1231,7
1232,5
1233,4
1234,4
1235,7
1236,3
1237,2
1238,4
1239,4
1240,7
1241,0
1242,3
1243,4
1244,1
1245,5
1246,5
1247,0
1248,4
1249,7
1250,2
1251,4
1252,4
1253,0
1254,5
1255,0
1256,7
1257,7
1258,5
1259,7
1260,4
1261,2
1262,6
1263,2
1264,2
1265,3
1266,4
1267,0
1268,7
1269,2
1270,7
1271,4
1272,2
1273,7
1274,4
1275,0
1276,4
1277,7
1278,5
1279,4
1280,4
1281,0
1282,5
1283,7
1284,0
1285,7
1286,2
1287,2
1288,7
1289,4
1290,7
1291,4
1292,2
1293,0
1294,4
1295,0
1296,0
1297,0
1298,2
1299,4
1300,6
1301,1
1302,4
1303,2
1304,4
1305,4
1306,4
1307,0
1308,2
1309,7
1310,4
1311,4
1312,7
1313,0
1314,4
1315,7
1316,7
1317,4
1318,5
1319,7
1320,2
1321,3
1322,3
1323,1
1324,4
1325,2
1326,4
1327,4
1328,1
1329,4
1330,4
1331,4
1332,7
1333,1
1334,7
1335,4
1336,0
1337,4
1338,7
1339,0
1340,4
1341,3
1342,6
1343,7
1344,7
1345,1
1346,4
1347,7
1348,4
1349,7
1350,2
1351,2
1352,5
1353,2
1354,4
1355,7
1356,7
1357,0
1358,4
1359,5
1360,1
1361,0
1362,3
1363,4
1364,0
1365,7
1366,4
1367,4
1368,6
1369,7
1370,7
1371,1
1372,0
1373,1
1374,7
1375,4
1376,4
1377,7
1378,7
1379,2
1380,0
1381,2
1382,3
1383,7
1384,2
1385,2
1386,0
1387,1
1388,6
1389,0
1390,3
1391,2
1392,7
1393,5
1394,1
1395,2
1396,3
1397,0
1398,4
1399,2
1400,7
1401,2
1402,7
1403,7
1404,4
1405,4
1406,7
1407,7
1408,2
1409,2
1410,6
1411,2
1412,7
1413,5
1414,2
1415,7
1416,2
1417,4
1418,5
1419,1
1420,4
1421,7
1422,7
1423,5
1424,2
1425,0
1426,5
1427,4
1428,7
1429,6
1430,7
1431,7
1432,4
1433,5
1434,7
1435,4
1436,1
1437,5
1438,7
1439,4
1440,2
1441,7
1442,2
1443,7
1444,4
1445,3
1446,4
1447,1
1448,6
1449,2
1450,0
1451,7
1452,1
1453,0
1454,7
1455,7
1456,2
1457,0
1458,4
1459,1
1460,3
1461,4
1462,4
1463,5
1464,1
1465,4
1466,7
1467,7
1468,4
1469,4
1470,1
1471,4
1472,1
1473,5
1474,7
1475,3
1476,7
1477,7
1478,7
1479,7
1480,5
1481,4
1482,5
1483,2
1484,4
1485,4
1486,3
1487,1
1488,7
1489,7
1490,6
1491,7
1492,0
1493,5
1494,0
1495,7
1496,4
1497,6
1498,1
1499,2
1500,4
1501,4
1502,5
1503,7
1504,2
1505,7
1506,0
1507,4
1508,4
1509,4
1510,4
1511,7
1512,0
1513,4
1514,4
1515,7
1516,7
1517,2
1518,2
1519,4
1520,5
1521,7
1522,0
1523,1
1524,7
1525,4
1526,0
1527,2
1528,7
1529,7
1530,7
1531,2
1532,0
1533,5
1534,0
1535,4
1536,4
1537,2
1538,7
1539,4
1540,7
1541,1
1542,5
1543,3
1544,0
1545,2
1546,7
1547,4
1548,6
1549,0
1550,4
1551,5
1552,4
1553,0
1554,2
1555,4
1556,4
1557,1
1558,6
1559,2
1560,4
1561,2
1562,6
1563,0
1564,7
1565,7
1566,7
1567,7
1568,2
1569,7
1570,0
1571,7
1572,5
1573,2
1574,4
1575,2
1576,2
1577,4
1578,5
1579,6
1580,7
1581,4
1582,4
1583,7
1584,7
1585,0
1586,5
1587,2
1588,0
1589,4
1590,7
1591,0
1592,5
1593,0
1594,2
1595,7
1596,5
1597,5
1598,7
1599,5
1600,7
1601,3
1602,7
1603,1
1604,5
1605,7
1606,0
1607,4
1608,4
1609,2
1610,4
1611,7
1612,4
1613,7
1614,3
1615,1
1616,7
1617,1
1618,0
1619,7
1620,4
1621,0
1622,6
1623,2
1624,4
1625,0
1626,7
1627,5
1628,7
1629,7
1630,7
1631,4
1632,7
1633,7
1634,7
1635,1
1636,5
1637,0
1638,4
1639,0
1640,7
1641,2
1642,5
1643,1
1644,7
1645,1
1646,4
1647,6
1648,7
1649,5
1650,0
1651,5
1652,2
1653,5
1654,0
1655,7
1656,0
1657,2
1658,7
1659,4
1660,1
1661,7
1662,7
1663,0
1664,2
1665,5
1666,7
1667,7
1668,3
1669,2
1670,1
1671,4
1672,7
1673,0
1674,4
1675,2
1676,7
1677,4
1678,4
1679,5
1680,0
1681,2
1682,7
1683,4
1684,4
1685,4
1686,3
1687,4
1688,7
1689,7
1690,2
1691,7
1692,0
1693,2
1694,7
1695,3
1696,4
1697,2
1698,0
1699,4
1700,4
1701,4
1702,1
1703,0
1704,7
1705,4
1706,4
1707,2
1708,7
1709,5
1710,7
1711,4
1712,5
1713,1
1714,2
1715,2
1716,4
1717,2
1718,5
1719,7
1720,7
1721,4
1722,1
1723,2
1724,7
1725,4
1726,2
1727,7
1728,0
1729,1
1730,7
1731,0
1732,7
1733,7
1734,4
1735,4
1736,2
1737,7
1738,7
1739,0
1740,7
1741,0
1742,4
1743,0
1744,2
1745,5
1746,7
1747,7
1748,7
1749,2
1750,7
1751,2
1752,7
1753,4
1754,4
1755,1
1756,7
1757,4
1758,4
1759,2
1760,7
1761,4
1762,2
1763,5
1764,1
1765,4
1766,7
1767,4
1768,7
1769,1
1770,2
1771,4
1772,7
1773,7
1774,7
1775,4
1776,7
1777,4
1778,1
1779,7
1780,3
1781,4
1782,3
1783,1
1784,2
1785,0
1786,7
1787,7
1788,4
1789,0
1790,7
1791,1
1792,4
1793,4
1794,5
1795,0
1796,2
1797,2
1798,1
1799,0
1800,5
1801,4
1802,7
1803,0
1804,7
1805,4
1806,4
1807,2
1808,7
1809,5
1810,2
1811,1
1812,5
1813,7
1814,2
1815,0
1816,0
1817,7
1818,3
1819,5
1820,7
1821,4
1822,0
1823,0
1824,7
1825,4
1826,2
1827,7
1828,4
1829,7
1830,7
1831,7
1832,7
1833,1
1834,4
1835,1
1836,4
1837,4
1838,7
1839,1
1840,1
1841,5
1842,7
1843,7
1844,2
1845,7
1846,0
1847,7
1848,4
1849,0
1850,2
1851,4
1852,0
1853,2
1854,0
1855,7
1856,1
1857,7
1858,6
1859,0
1860,7
1861,4
1862,4
1863,4
1864,7
1865,0
1866,1
1867,4
1868,7
1869,4
1870,4
1871,0
1872,4
1873,5
1874,7
1875,1
1876,0
1877,0
1878,6
1879,7
1880,0
1881,0
1882,2
1883,7
1884,5
1885,5
1886,7
1887,2
1888,5
1889,7
1890,7
1891,5
1892,0
1893,7
1894,2
1895,2
1896,4
1897,4
1898,1
1899,3
1900,7
1901,2
1902,0
1903,0
1904,2
1905,0
1906,2
1907,0
1908,7
1909,7
1910,7
1911,7
1912,7
1913,1
1914,7
1915,4
1916,5
1917,0
1918,4
1919,0
1920,4
1921,3
1922,7
1923,4
1924,5
1925,4
1926,4
1927,7
1928,7
1929,7
1930,2
1931,4
1932,0
1933,7
1934,2
1935,2
1936,5
1937,4
1938,3
1939,0
1940,0
1941,0
1942,3
1943,7
1944,0
1945,5
1946,1
1947,4
1948,2
1949,0
1950,2
1951,7
1952,3
1953,5
1954,5
1955,2
1956,4
1957,1
1958,4
1959,7
1960,0
1961,7
1962,7
1963,7
1964,2
1965,7
1966,2
1967,7
1968,2
1969,1
1970,7
1971,4
1972,7
1973,0
1974,4
1975,1
1976,2
1977,7
1978,7
1979,7
1980,2
1981,7
1982,3
1983,2
1984,4
1985,7
1986,5
1987,2
1988,0
1989,5
1990,3
1991,4
1992,7
1993,6
1994,7
1995,4
1996,4
1997,2
1998,7
1999,7
2000,7
2001,7
2002,0
2003,6
2004,2
2005,0
2006,7
2007,2
2008,4
2009,4
2010,0
2011,4
2012,7
2013,1
2014,5
2015,2
2016,3
2017,7
2018,7
2019,1
2020,0
2021,2
2022,2
2023,3
2024,2
2025,1
2026,4
2027,2
2028,4
2029,0
2030,0
2031,7
2032,4
2033,7
2034,7
2035,2
2036,5
2037,4
2038,4
2039,5
2040,7
2041,7
2042,6
2043,5
2044,0
2045,0
2046,7
2047,2
2048,1
2049,0
2050,6
2051,7
2052,7
2053,0
2054,5
2055,4
2056,4
2057,7
2058,4
2059,4
2060,1
2061,5
2062,7
2063,4
2064,2
2065,4
2066,2
2067,6
2068,7
2069,4
2070,1
2071,4
2072,4
2073,2
2074,4
2075,4
2076,2
2077,5
2078,7
2079,1
2080,4
2081,2
2082,1
2083,7
2084,0
2085,1
2086,0
2087,0
2088,7
2089,4
2090,7
2091,2
2092,4
2093,2
2094,7
2095,4
2096,7
2097,5
2098,1
2099,4
2100,0
2101,5
2102,7
2103,5
2104,4
2105,4
2106,5
2107,3
2108,7
2109,4
2110,2
2111,4
2112,4
2113,7
2114,7
2115,4
2116,5
2117,4
2118,5
2119,2
2120,0
2121,7
2122,7
2123,2
2124,7
2125,2
2126,4
2127,4
2128,5
2129,0
2130,2
2131,4
2132,4
2133,2
2134,2
2135,0
2136,2
2137,5
2138,7
2139,4
2140,4
2141,2
2142,7
2143,5
2144,7
2145,0
2146,5
2147,0
2148,2
2149,4
2150,1
2151,7
2152,7
2153,7
2154,2
2155,4
2156,2
2157,0
2158,4
2159,5
2160,4
2161,3
2162,5
2163,1
2164,4
2165,7
2166,4
2167,7
2168,7
2169,2
2170,4
2171,5
2172,0
2173,2
2174,4
2175,7
2176,4
2177,7
2178,7
2179,4
2180,5
2181,7
2182,6
2183,1
2184,0
2185,4
2186,2
2187,1
2188,1
2189,2
2190,2
2191,2
2192,7
2193,7
2194,7
2195,1
2196,1
2197,4
2198,2
2199,0
2200,4
2201,6
2202,4
2203,7
2204,4
2205,4
2206,7
2207,5
2208,1
2209,4
2210,0
2211,1
2212,7
2213,2
2214,2
2215,0
2216,1
2217,0
2218,7
2219,7
2220,7
2221,7
2222,2
2223,0
2224,1
2225,7
2226,7
2227,4
2228,4
2229,7
2230,5
2231,2
2232,2
2233,4
2234,0
2235,4
2236,7
2237,4
2238,4
2239,1
2240,4
2241,4
2242,0
2243,7
2244,5
2245,2
2246,1
2247,3
2248,5
2249,4
2250,7
2251,7
2252,1
2253,4
2254,4
2255,0
2256,7
2257,2
2258,7
2259,4
2260,2
2261,4
2262,1
2263,0
2264,7
2265,4
2266,5
2267,0
2268,0
2269,1
2270,1
2271,3
2272,4
2273,7
2274,7
2275,4
2276,7
2277,7
2278,7
2279,1
2280,4
2281,2
2282,4
2283,7
2284,4
2285,2
2286,4
2287,2
2288,4
2289,4
2290,7
2291,3
2292,1
2293,4
2294,7
2295,3
2296,7
2297,4
2298,7
2299,5
2300,0
2301,5
2302,4
2303,5
2304,4
2305,1
2306,4
2307,0
2308,0
2309,2
2310,7
2311,6
2312,4
2313,2
2314,7
2315,7
2316,7
2317,4
2318,7
2319,7
2320,7
2321,4
2322,4
2323,4
2324,5
2325,7
2326,5
2327,0
2328,5
2329,7
2330,0
2331,3
2332,4
2333,1
2334,4
2335,7
2336,4
2337,4
2338,7
2339,7
2340,2
2341,7
2342,5
2343,2
2344,3
2345,7
2346,5
2347,6
2348,2
2349,4
2350,2
2351,4
2352,2
2353,0
2354,0
2355,7
2356,7
2357,4
2358,7
2359,7
2360,4
2361,7
2362,7
2363,2
2364,2
2365,7
2366,1
2367,0
2368,1
2369,1
2370,2
2371,6
2372,7
2373,0
2374,0
2375,4
2376,2
2377,7
2378,4
2379,4
2380,6
2381,1
2382,7
2383,4
2384,7
2385,1
2386,7
2387,7
2388,3
2389,1
2390,7
2391,4
2392,0
2393,0
2394,0
2395,5
2396,2
2397,2
2398,7
2399,4
2400,4
2401,7
2402,1
2403,4
2404,2
2405,4
2406,2
2407,4
2408,7
2409,4
2410,2
2411,7
2412,0
2413,7
2414,7
2415,7
2416,7
2417,5
2418,4
2419,4
2420,4
2421,2
2422,1
2423,4
2424,2
2425,2
2426,4
2427,2
2428,4
2429,4
2430,2
2431,7
2432,2
2433,7
2434,2
2435,4
2436,2
2437,2
2438,4
2439,1
2440,4
2441,2
2442,4
2443,4
2444,4
2445,5
2446,4
2447,7
2448,5
2449,7
2450,7
2451,7
2452,6
2453,3
2454,4
2455,2
2456,2
2457,5
2458,0
2459,4
2460,0
2461,2
2462,5
2463,7
2464,7
2465,4
2466,6
2467,7
2468,1
2469,2
2470,7
2471,2
2472,0
2473,4
2474,7
2475,4
2476,5
2477,2
2478,7
2479,7
2480,7
2481,2
2482,2
2483,2
2484,7
2485,4
2486,4
2487,7
2488,0
2489,3
2490,7
2491,0
2492,7
2493,0
2494,4
2495,1
2496,2
2497,0
2498,1
2499,0
2500,2
2501,4
2502,4
2503,7
2504,0
2505,1
2506,0
2507,7
2508,0
2509,2
2510,7
2511,7
2512,4
2513,7
2514,1
2515,5
2516,6
2517,4
2518,4
2519,2
2520,1
2521,1
2522,2
2523,7
2524,1
2525,6
2526,0
2527,4
2528,7
2529,4
2530,7
2531,5
2532,0
2533,7
2534,2
2535,4
2536,4
2537,2
2538,7
2539,0
2540,2
2541,6
2542,1
2543,4
2544,2
2545,7
2546,4
2547,7
2548,7
2549,5
2550,0
2551,5
2552,4
2553,7
2554,5
2555,2
2556,3
2557,2
2558,2
2559,2
2560,7
2561,4
2562,5
2563,2
2564,7
2565,7
2566,7
2567,5
2568,7
2569,7
2570,2
2571,4
2572,7
2573,4
2574,0
2575,2
2576,5
2577,4
2578,5
2579,4
2580,2
2581,6
2582,7
2583,4
2584,7
2585,7
2586,0
2587,5
2588,1
2589,2
2590,6
2591,1
2592,7
2593,5
2594,2
2595,4
2596,4
2597,0
2598,2
2599,4
2600,6
2601,7
2602,4
2603,0
2604,2
2605,4
2606,7
2607,2
2608,6
2609,7
2610,7
2611,3
2612,4
2613,2
2614,5
2615,0
2616,5
2617,1
2618,5
2619,4
2620,5
2621,1
2622,7
2623,2
2624,4
2625,0
2626,2
2627,0
2628,7
2629,7
2630,2
2631,5
2632,1
2633,1
2634,4
2635,4
2636,7
2637,7
2638,4
2639,4
2640,4
2641,7
2642,2
2643,5
2644,2
2645,4
2646,4
2647,2
2648,0
2649,7
2650,1
2651,0
2652,2
2653,4
2654,4
2655,4
2656,4
2657,7
2658,4
2659,4
2660,4
2661,6
2662,4
2663,7
2664,4
2665,4
2666,7
2667,4
2668,4
2669,4
2670,2
2671,7
2672,6
2673,7
2674,2
2675,7
2676,4
2677,6
2678,7
2679,2
2680,4
2681,2
2682,5
2683,2
2684,4
2685,2
2686,6
2687,0
2688,0
2689,7
2690,4
2691,1
2692,3
2693,0
2694,4
2695,0
2696,2
2697,7
2698,4
2699,0
2700,4
2701,5
2702,4
2703,5
2704,7
2705,2
2706,7
2707,4
2708,4
2709,7
2710,5
2711,4
2712,5
2713,7
2714,2
2715,2
2716,3
2717,5
2718,7
2719,4
2720,7
2721,7
2722,4
2723,4
2724,2
2725,4
2726,2
2727,7
2728,6
2729,0
2730,2
2731,2
2732,4
2733,7
2734,7
2735,7
2736,5
2737,4
2738,4
2739,7
2740,7
2741,0
2742,4
2743,4
2744,2
2745,7
2746,3
2747,7
2748,2
2749,4
2750,5
2751,7
2752,4
2753,7
2754,2
2755,4
2756,7
2757,2
2758,4
2759,4
2760,0
2761,4
2762,7
2763,3
2764,4
2765,7
2766,7
2767,2
2768,0
2769,2
2770,2
2771,7
2772,2
2773,4
2774,4
2775,0
2776,7
2777,4
2778,6
2779,4
2780,5
2781,7
2782,2
2783,2
2784,2
2785,4
2786,4
2787,4
2788,7
2789,2
2790,2
2791,2
2792,0
2793,0
2794,7
2795,3
2796,4
2797,4
2798,7
2799,5
2800,3
2801,7
2802,2
2803,7
2804,1
2805,5
2806,4
2807,2
2808,0
2809,4
2810,0
2811,5
2812,5
2813,4
2814,5
2815,2
2816,2
2817,7
2818,4
2819,3
2820,7
2821,2
2822,4
2823,4
2824,1
2825,5
2826,4
2827,2
2828,7
2829,4
2830,5
2831,2
2832,7
2833,4
2834,3
2835,7
2836,7
2837,1
2838,4
2839,2
2840,0
2841,7
2842,4
2843,1
2844,0
2845,4
2846,7
2847,4
2848,7
2849,1
2850,2
2851,2
2852,3
2853,2
2854,7
2855,4
2856,4
2857,6
2858,7
2859,0
2860,7
2861,2
2862,7
2863,0
2864,2
2865,4
2866,2
2867,5
2868,7
2869,7
2870,4
2871,0
2872,4
2873,1
2874,0
2875,7
2876,1
2877,2
2878,4
2879,5
2880,5
2881,2
2882,7
2883,5
2884,4
2885,3
2886,4
2887,7
2888,4
2889,7
2890,1
2891,2
2892,7
2893,1
2894,7
2895,0
2896,2
2897,5
2898,7
2899,4
2900,7
2901,7
2902,7
2903,4
2904,4
2905,7
2906,0
2907,1
2908,0
2909,1
2910,7
2911,3
2912,7
2913,7
2914,4
2915,0
2916,7
2917,5
2918,4
2919,1
2920,4
2921,4
2922,7
2923,7
2924,1
2925,7
2926,1
2927,0
2928,2
2929,2
2930,7
2931,5
2932,4
2933,0
2934,1
2935,7
2936,2
2937,7
2938,4
2939,7
2940,4
2941,1
2942,4
2943,0
2944,3
2945,1
2946,0
2947,2
2948,7
2949,0
2950,2
2951,1
2952,2
2953,5
2954,4
2955,5
2956,4
2957,7
2958,7
2959,2
2960,4
2961,7
2962,3
2963,5
2964,2
2965,5
2966,2
2967,7
2968,5
2969,7
2970,0
2971,2
2972,3
2973,2
2974,1
2975,1
2976,4
2977,7
2978,2
2979,7
2980,4
2981,7
2982,2
2983,1
2984,7
2985,4
2986,7
2987,4
2988,5
2989,4
2990,1
2991,0
2992,7
2993,5
2994,7
2995,7
2996,3
2997,7
